""""",""code_muni"",""name_muni"",""TxMFAG23"",""TxMNDC23"",""TxMPADR23"",""TxMMVP23"",""TxMPMDPNN23"",""TxMCEPP23"",""TxFNM23"",""TxMAT23"",""TxMLAP23"",""TxMDAF23"",""PMDCv23"",""PMCMD23"""
"""33"",3302205,""Itaperuna"",47.3011079374898,0.937207122774133,121.836925960637,85.1533696404843,6.56044985941893,29.9440420713791,105.517856168246,15.9077723504202,5.61450788838358,29.0082907566485,1,0"
"""34"",3302254,""Itatiaia"",41.9412822049131,2.80112044817927,56.0224089635854,70.6583515099383,14.0056022408964,21.5047156769377,131.815458358298,6.14420447912507,3.07210223956253,24.5768179165003,0,0"
"""35"",3302270,""Japeri"",34.5184673800483,0,66.9856459330144,69.4403693054007,13.3971291866029,34.2311679674511,73.0979309224553,10.7583670754846,2.9341001114958,18.5826340394734,0,0"
"""36"",3302304,""Laje do Muriaé"",78.2268578878748,0,562.5,26.36783124588,0,79.1034937376401,0,13.18391562294,0,39.55174686882,1,0"
"""37"",3302403,""Macaé"",26.865671641791,1.9163206643245,38.9651868412648,45.6199132838287,4.15202810603641,29.1354068031175,102.238805970149,9.58401539576233,6.13376985328789,16.8678670965417,1,0"
"""38"",3302452,""Macuco"",0,0,49.5049504950495,107.219442458899,0,0,139.421401185082,35.7398141529664,0,17.8699070764832,0,0"
"""39"",3302502,""Magé"",50.3022124989021,0,80.3295571575695,69.6030985661762,10.2986611740474,49.1315989878891,141.325263687392,15.9677696710639,3.27543993252594,15.9677696710639,0,0"
"""40"",3302601,""Mangaratiba"",41.1127860764698,0,75,69.3304984862841,4.16666666666667,39.287282475561,100.497921520259,27.7321993945136,4.62203323241894,2.31101661620947,1,0"
"""41"",3302700,""Maricá"",37.5304935259899,0.456412596987677,67.5490643541762,77.0987591463858,5.02053856686445,27.1542799509283,157.628072809157,13.5771399754642,4.3640807063992,9.21305926906497,1,0"
"""42"",3302809,""Mendes"",136.497270054599,0,220.689655172414,93.9486045869025,6.89655172413793,33.1583310306715,146.997060058799,27.6319425255595,0,11.0527770102238,1,0"
"""43"",3302858,""Mesquita"",39.1741662255161,0.544959128065395,97.0027247956403,75.9925125024446,7.62942779291553,34.0848769312435,120.698782424563,7.82275863995753,3.91137931997877,17.8805911770458,1,0"
"""44"",3302908,""Miguel Pereira"",122.174709835064,0,119.402985074627,96.4457938917664,11.1940298507463,21.4323986426148,176.47458087287,3.57206644043579,0,32.1485979639221,1,0"
"""45"",3303005,""Miracema"",13.6733438162303,0,63.8977635782748,73.9462657135815,19.1693290734824,7.04250149653157,129.896766254187,3.52125074826578,3.52125074826578,21.1275044895947,0,0"
"""46"",3303104,""Natividade"",25.1256281407035,0,118.881118881119,90.00900090009,0,19.2876430500193,62.8140703517588,38.5752861000386,12.8584287000129,6.42921435000643,0,0"
"""47"",3303203,""Nilópolis"",60.2554832489757,0,142.191142191142,64.4889411043572,8.54700854700855,32.5637227358635,124.12629549289,7.66205240843847,5.10803493895898,12.1315829800276,0,0"
"""48"",3303302,""Niterói"",50.6822331814064,1.22624156958921,106.47864295933,69.2436389659875,5.92683425301451,20.1154705376053,190.507685008124,10.4445712406797,7.34988346566347,6.96304749378645,1,0"
"""49"",3303401,""Nova Friburgo"",44.7150604129008,0.543183052688756,99.4024986420424,96.6674393485798,10.3204780010864,15.2892378561529,127.485491389972,17.755243961984,9.37082320215825,7.39801831749335,0,0"
"""50"",3303500,""Nova Iguaçu"",43.4480954493238,0.407083248524323,74.5980052920822,74.5768740551916,6.71687360065133,36.1620772445683,120.562777948385,10.7893410795269,2.96410469217773,19.6816551560601,1,0"
"""51"",3303609,""Paracambi"",87.8541620909291,2.27272727272727,95.4545454545455,49.9239793950121,2.27272727272727,29.5005332788708,131.781243136394,18.154174325459,6.80781537204711,27.2312614881884,0,0"
"""52"",3303708,""Paraíba do Sul"",72.6309493292318,0,115.384615384615,94.5264674108751,6.41025641025641,33.7594526467411,119.627445954029,9.00252070579762,2.25063017644941,6.75189052934822,1,0"
"""53"",3303807,""Paraty"",42.2707866593397,0,46.0992907801418,51.0823063661324,5.31914893617021,46.8254475022881,80.3144946527455,23.412723751144,6.38528829576655,29.7980120469106,1,0"
"""54"",3303856,""Paty do Alferes"",50.0437883147754,2.80112044817927,100.840336134454,70.7395498392283,2.80112044817927,35.3697749196141,125.109470786939,19.2926045016077,3.21543408360129,19.2926045016077,1,0"
"""55"",3303906,""Petrópolis"",75.5664280133714,0.658761528326746,111.33069828722,69.4744226203324,6.58761528326746,21.2470321605871,183.152528913765,13.1529246708396,7.08234405352903,7.08234405352903,1,0"
"""56"",3303955,""Pinheiral"",46.5693883886992,0,73.6842105263158,63.9897616381379,7.01754385964912,35.9942409214526,178.515988823347,7.99872020476724,7.99872020476724,23.9961606143017,1,0"
"""57"",3304003,""Piraí"",73.7314833433876,0,92.5925925925926,96.7184801381693,6.17283950617284,27.6338514680484,227.897312152289,13.8169257340242,3.45423143350605,0,1,0"
"""58"",3304102,""Porciúncula"",33.4970969182671,0,160.714285714286,84.109005270831,23.8095238095238,11.2145340361108,55.8284948637785,22.4290680722216,16.8218010541662,0,1,0"
"""59"",3304110,""Porto Real"",37.4181478016838,0,79.5454545454545,57.711729909104,7.57575757575758,38.4744866060693,168.381665107577,9.61862165151734,4.80931082575867,52.9024190833454,0,0"
"""60"",3304128,""Quatis"",54.6971147271981,0,64.2857142857143,63.7890708058686,7.14285714285714,35.438372669927,82.0456720907972,0,7.0876745339854,7.0876745339854,0,0"
"""61"",3304144,""Queimados"",27.1121669076637,0,58.7918015102481,71.8034062999101,4.85436893203883,55.0269095008657,99.4112786614336,14.7633171831591,2.01317961588533,30.8687541102417,0,0"
"""62"",3304151,""Quissamã"",25.4582484725051,0,132.575757575758,87.0473537604457,0,47.8760445682451,50.9164969450102,0,0,13.0571030640669,1,0"
"""63"",3304201,""Resende"",46.7660563460121,0,74.1239892183288,62.8439059679788,7.41239892183288,27.0374944280839,145.966781928462,14.6148618530183,4.3844585559055,30.6912098913385,1,0"
"""64"",3304300,""Rio Bonito"",23.0202578268877,0,89.8021308980213,60.8941287910824,10.6544901065449,23.6810500854209,118.389897395422,21.9895465078909,5.0745107325902,5.0745107325902,1,0"
"""65"",3304409,""Rio Claro"",65.6311529205863,0,103.658536585366,122.364981367151,6.09756097560976,38.9343122531843,164.077882301466,11.1240892151955,5.56204460759775,22.248178430391,0,0"
"""66"",3304508,""Rio das Flores"",42.12299915754,0,96.3855421686747,54.1477149664284,12.0481927710843,32.488628979857,189.55349620893,0,0,0,1,0"
"""67"",3304524,""Rio das Ostras"",36.5980355119003,1.15540150202195,47.3714615829001,41.6932358856134,7.51010976314269,22.6860254083485,92.0853796751039,7.97076568401432,3.67881493108353,9.81017314955609,0,0"
"""68"",3304557,""Rio de Janeiro"",51.7146345717774,0.668257756563246,117.517899761337,70.6010637523894,6.10978520286396,28.0474047167747,149.785452642595,9.13136786702828,5.10762690448411,11.4476172772013,1,0"
"""69"",3304607,""Santa Maria Madalena"",37.9578667678876,0,108.433734939759,132.075471698113,0,37.7358490566038,189.789333839438,18.8679245283019,0,18.8679245283019,0,0"
"""70"",3304706,""Santo Antônio de Pádua"",40.2648532569792,0,116.326530612245,98.5628166043964,16.3265306122449,25.21374378252,85.0035790980673,25.21374378252,6.87647557705091,29.7980608338873,1,0"
"""71"",3304755,""São Francisco de Itabapoana"",38.6847195357834,0,90.0562851782364,119.227213003066,16.8855534709193,104.627962431262,101.547388781431,51.0973770013139,9.73283371453599,87.5955034308239,0,0"
"""72"",3304805,""São Fidélis"",63.6861546299834,0,123.989218328841,46.7071461933676,10.7816711590297,31.8457814954779,101.897847407974,27.5996772960808,14.8613646978897,8.49220839879411,0,0"
"""73"",3304904,""São Gonçalo"",51.1018218484762,0.582479030754893,95.1770736253495,68.1667476211249,6.5237651444548,34.341190556482,136.663109771021,14.953371263333,4.84695482328725,11.8595703122986,1,0"
"""74"",3305000,""São João da Barra"",102.051229717318,0,75,85.888293165374,9.61538461538462,41.6428088074541,127.564037146648,18.2187288532612,15.6160533027953,23.4240799541929,0,0"
"""75"",3305109,""São João de Meriti"",33.8518512476243,0.210393435724805,89.4172101830423,70.2364127766226,7.7845571218178,43.3373610749373,126.842478771219,5.76408250750398,2.98878352240947,20.4945155822364,1,0"
"""76"",3305133,""São José de Ubá"",81.14687584528,0,120.37037037037,96.0614793467819,0,27.4461369562234,135.244793075467,13.7230684781117,0,13.7230684781117,1,0"
"""77"",3305158,""São José do Vale do Rio Preto"",61.2209200629701,0,54.6218487394958,70.5529588147103,25.2100840336134,17.6382397036776,122.44184012594,35.2764794073551,17.6382397036776,4.40955992591939,0,0"
"""78"",3305208,""São Pedro da Aldeia"",21.4170979832233,0.6426735218509,61.0539845758355,66.8516534337024,3.8560411311054,29.3048343818969,108.870248081385,11.9050889676456,9.15776074434279,18.3155214886856,0,0"
"""79"",3305307,""São Sebastião do Alto"",73.837066207236,0,46.5116279069767,99.4282873477504,0,0,123.06177701206,12.4285359184688,0,24.8570718369376,1,1"
"""80"",3305406,""Sapucaia"",53.9665407447383,4.97512437810945,109.452736318408,87.4030372555446,14.9253731343284,10.9253796569431,140.313005936319,27.3134491423577,0,5.46268982847154,1,0"
"""81"",3305505,""Saquarema"",66.4520818191257,0,60.6319385140905,76.7508794371602,5.97779675491033,29.8475642255623,161.976949434119,12.7918132395267,4.2639377465089,13.8577976761539,0,0"
"""82"",3305554,""Seropédica"",36.9122871775942,0,71.4285714285714,71.2741441163194,5.87084148727984,32.0733648523437,101.508789738384,16.6306336271412,2.37580480387731,16.6306336271412,0,0"
"""83"",3305604,""Silva Jardim"",44.9478604818411,0,58.1395348837209,90.6495036939673,7.75193798449612,58.9221774010787,71.9165767709457,27.1948511081902,0,18.1299007387935,1,0"
"""84"",3305703,""Sumidouro"",26.1643118785976,0,99.4764397905759,38.3092836163964,0,19.1546418081982,143.903715332287,38.3092836163964,0,19.1546418081982,1,0"
"""85"",3305752,""Tanguá"",35.7462019660411,0,86.7208672086721,60.8587164896692,10.840108401084,39.558165718285,89.3655049151028,18.2576149469008,3.04293582448346,3.04293582448346,0,0"
"""86"",3305802,""Teresópolis"",38.0071236208844,0.500751126690035,86.129193790686,75.8596483282572,2.00300450676014,15.8512697999343,170.48909738511,13.586802685658,8.49175167853625,14.7190362427962,0,0"
"""87"",3305901,""Trajano de Moraes"",57.0233795856301,0,230.769230769231,75.0187546886722,0,18.754688672168,152.06234556168,18.754688672168,0,18.754688672168,1,0"
"""88"",3306008,""Três Rios"",62.6828249059758,0,87.7777777777778,111.843224975078,5.55555555555556,21.8823701038197,109.11454705855,19.4509956478397,1.21568722798998,17.0196211918598,1,0"
"""89"",3306107,""Valença"",63.6554120361775,0,101.123595505618,75.1659915647054,7.02247191011236,19.4874792945532,169.747765429807,4.17588842026141,2.78392561350761,12.5276652607842,1,0"
"""90"",3306156,""Varre-Sai"",19.6001568012544,0,51.7241379310345,66.5272761832351,0,9.50389659760502,78.4006272050176,0,9.50389659760502,0,1,0"
"""91"",3306206,""Vassouras"",47.4783709643385,0,95.8904109589041,72.3025583982202,6.84931506849315,27.8086763070078,137.159738341422,16.6852057842047,0,5.56173526140156,1,0"
"""92"",3306305,""Volta Redonda"",63.7491268404169,0,92.9139551699205,66.1300008579027,6.50759219088937,25.7370814149675,160.050999301472,11.4387028510967,6.79172981783866,18.2304326689353,0,0"
