""""",""code_muni"",""name_muni"",""TxMFAG23"",""TxMNDC23"",""TxMPADR23"",""TxMMVP23"",""TxMPMDPNN23"",""TxMCEPP23"",""TxFNM23"",""TxMAT23"",""TxMLAP23"",""TxMDAF23"",""PMDCv23"",""PMCMD23"""
"""47"",3303203,""Nilópolis"",6.02554832489757,0,142.191142191142,6.44889411043571,8.54700854700855,3.25637227358635,12.412629549289,0.766205240843847,0.510803493895898,1.21315829800276,0,0"
"""48"",3303302,""Niterói"",5.06822331814065,1.22624156958921,106.47864295933,6.92436389659875,5.92683425301451,2.01154705376053,19.0507685008124,1.04445712406797,0.734988346566347,0.696304749378645,1,0"
"""49"",3303401,""Nova Friburgo"",4.47150604129008,0.543183052688756,99.4024986420424,9.66674393485798,10.3204780010864,1.52892378561529,12.7485491389972,1.7755243961984,0.937082320215825,0.739801831749335,0,0"
"""50"",3303500,""Nova Iguaçu"",4.34480954493238,0.407083248524323,74.5980052920822,7.45768740551916,6.71687360065133,3.61620772445683,12.0562777948385,1.07893410795269,0.296410469217773,1.96816551560601,1,0"
"""51"",3303609,""Paracambi"",8.78541620909291,2.27272727272727,95.4545454545455,4.99239793950121,2.27272727272727,2.95005332788708,13.1781243136394,1.8154174325459,0.680781537204711,2.72312614881884,0,0"
"""52"",3303708,""Paraíba do Sul"",7.26309493292318,0,115.384615384615,9.45264674108751,6.41025641025641,3.37594526467411,11.9627445954029,0.900252070579762,0.225063017644941,0.675189052934822,1,0"
"""53"",3303807,""Paraty"",4.22707866593397,0,46.0992907801418,5.10823063661324,5.31914893617021,4.68254475022881,8.03144946527455,2.3412723751144,0.638528829576655,2.97980120469106,1,0"
"""54"",3303856,""Paty do Alferes"",5.00437883147754,2.80112044817927,100.840336134454,7.07395498392283,2.80112044817927,3.53697749196141,12.5109470786939,1.92926045016077,0.321543408360129,1.92926045016077,1,0"
"""55"",3303906,""Petrópolis"",7.55664280133714,0.658761528326746,111.33069828722,6.94744226203324,6.58761528326746,2.12470321605871,18.3152528913765,1.31529246708396,0.708234405352903,0.708234405352903,1,0"
"""56"",3303955,""Pinheiral"",4.65693883886992,0,73.6842105263158,6.39897616381379,7.01754385964912,3.59942409214526,17.8515988823347,0.799872020476724,0.799872020476724,2.39961606143017,1,0"
"""57"",3304003,""Piraí"",7.37314833433876,0,92.5925925925926,9.67184801381693,6.17283950617284,2.76338514680484,22.7897312152289,1.38169257340242,0.345423143350605,0,1,0"
"""58"",3304102,""Porciúncula"",3.34970969182671,0,160.714285714286,8.4109005270831,23.8095238095238,1.12145340361108,5.58284948637785,2.24290680722216,1.68218010541662,0,1,0"
"""59"",3304110,""Porto Real"",3.74181478016838,0,79.5454545454545,5.7711729909104,7.57575757575758,3.84744866060693,16.8381665107577,0.961862165151734,0.480931082575867,5.29024190833454,0,0"
"""60"",3304128,""Quatis"",5.46971147271981,0,64.2857142857143,6.37890708058686,7.14285714285714,3.5438372669927,8.20456720907972,0,0.70876745339854,0.70876745339854,0,0"
"""61"",3304144,""Queimados"",2.71121669076637,0,58.7918015102481,7.18034062999101,4.85436893203883,5.50269095008657,9.94112786614336,1.47633171831591,0.201317961588533,3.08687541102417,0,0"
"""62"",3304151,""Quissamã"",2.54582484725051,0,132.575757575758,8.70473537604457,0,4.78760445682451,5.09164969450102,0,0,1.30571030640669,1,0"
"""63"",3304201,""Resende"",4.67660563460121,0,74.1239892183288,6.28439059679788,7.41239892183288,2.70374944280839,14.5966781928462,1.46148618530183,0.43844585559055,3.06912098913385,1,0"
"""64"",3304300,""Rio Bonito"",2.30202578268877,0,89.8021308980213,6.08941287910824,10.6544901065449,2.36810500854209,11.8389897395422,2.19895465078909,0.50745107325902,0.50745107325902,1,0"
"""65"",3304409,""Rio Claro"",6.56311529205863,0,103.658536585366,12.2364981367151,6.09756097560976,3.89343122531843,16.4077882301466,1.11240892151955,0.556204460759775,2.2248178430391,0,0"
"""66"",3304508,""Rio das Flores"",4.212299915754,0,96.3855421686747,5.41477149664284,12.0481927710843,3.2488628979857,18.955349620893,0,0,0,1,0"
"""67"",3304524,""Rio das Ostras"",3.65980355119003,1.15540150202195,47.3714615829001,4.16932358856134,7.51010976314269,2.26860254083485,9.20853796751039,0.797076568401432,0.367881493108353,0.981017314955609,0,0"
"""68"",3304557,""Rio de Janeiro"",5.17146345717774,0.668257756563246,117.517899761337,7.06010637523894,6.10978520286396,2.80474047167747,14.9785452642595,0.913136786702828,0.510762690448411,1.14476172772013,1,0"
"""69"",3304607,""Santa Maria Madalena"",3.79578667678876,0,108.433734939759,13.2075471698113,0,3.77358490566038,18.9789333839438,1.88679245283019,0,1.88679245283019,0,0"
"""70"",3304706,""Santo Antônio de Pádua"",4.02648532569792,0,116.326530612245,9.85628166043964,16.3265306122449,2.521374378252,8.50035790980673,2.521374378252,0.687647557705091,2.97980608338873,1,0"
"""71"",3304755,""São Francisco de Itabapoana"",3.86847195357834,0,90.0562851782364,11.9227213003066,16.8855534709193,10.4627962431262,10.1547388781431,5.10973770013139,0.973283371453599,8.75955034308239,0,0"
"""72"",3304805,""São Fidélis"",6.36861546299834,0,123.989218328841,4.67071461933676,10.7816711590297,3.18457814954779,10.1897847407974,2.75996772960808,1.48613646978897,0.849220839879411,0,0"
"""73"",3304904,""São Gonçalo"",5.11018218484762,0.582479030754893,95.1770736253495,6.81667476211249,6.5237651444548,3.4341190556482,13.6663109771021,1.4953371263333,0.484695482328725,1.18595703122986,1,0"
"""74"",3305000,""São João da Barra"",10.2051229717318,0,75,8.5888293165374,9.61538461538462,4.16428088074541,12.7564037146648,1.82187288532612,1.56160533027953,2.34240799541929,0,0"
"""75"",3305109,""São João de Meriti"",3.38518512476243,0.210393435724805,89.4172101830423,7.02364127766226,7.7845571218178,4.33373610749373,12.6842478771219,0.576408250750398,0.298878352240947,2.04945155822364,1,0"
"""76"",3305133,""São José de Ubá"",8.114687584528,0,120.37037037037,9.60614793467819,0,2.74461369562234,13.5244793075467,1.37230684781117,0,1.37230684781117,1,0"
"""77"",3305158,""São José do Vale do Rio Preto"",6.12209200629701,0,54.6218487394958,7.05529588147103,25.2100840336134,1.76382397036776,12.244184012594,3.52764794073551,1.76382397036776,0.440955992591939,0,0"
"""78"",3305208,""São Pedro da Aldeia"",2.14170979832233,0.6426735218509,61.0539845758355,6.68516534337024,3.8560411311054,2.93048343818969,10.8870248081385,1.19050889676456,0.915776074434279,1.83155214886856,0,0"
"""79"",3305307,""São Sebastião do Alto"",7.3837066207236,0,46.5116279069767,9.94282873477504,0,0,12.306177701206,1.24285359184688,0,2.48570718369376,1,1"
"""80"",3305406,""Sapucaia"",5.39665407447383,4.97512437810945,109.452736318408,8.74030372555446,14.9253731343284,1.09253796569431,14.0313005936319,2.73134491423577,0,0.546268982847154,1,0"
"""81"",3305505,""Saquarema"",6.64520818191257,0,60.6319385140905,7.67508794371602,5.97779675491033,2.98475642255623,16.1976949434119,1.27918132395267,0.42639377465089,1.38577976761539,0,0"
"""82"",3305554,""Seropédica"",3.69122871775942,0,71.4285714285714,7.12741441163194,5.87084148727984,3.20733648523437,10.1508789738384,1.66306336271412,0.237580480387731,1.66306336271412,0,0"
"""83"",3305604,""Silva Jardim"",4.49478604818411,0,58.1395348837209,9.06495036939673,7.75193798449612,5.89221774010787,7.19165767709457,2.71948511081902,0,1.81299007387935,1,0"
"""84"",3305703,""Sumidouro"",2.61643118785976,0,99.4764397905759,3.83092836163964,0,1.91546418081982,14.3903715332287,3.83092836163964,0,1.91546418081982,1,0"
"""85"",3305752,""Tanguá"",3.57462019660411,0,86.7208672086721,6.08587164896692,10.840108401084,3.9558165718285,8.93655049151028,1.82576149469008,0.304293582448346,0.304293582448346,0,0"
"""86"",3305802,""Teresópolis"",3.80071236208844,0.500751126690035,86.129193790686,7.58596483282572,2.00300450676014,1.58512697999343,17.048909738511,1.3586802685658,0.849175167853625,1.47190362427962,0,0"
"""87"",3305901,""Trajano de Moraes"",5.70233795856301,0,230.769230769231,7.50187546886722,0,1.8754688672168,15.206234556168,1.8754688672168,0,1.8754688672168,1,0"
"""88"",3306008,""Três Rios"",6.26828249059758,0,87.7777777777778,11.1843224975078,5.55555555555556,2.18823701038197,10.911454705855,1.94509956478397,0.121568722798998,1.70196211918598,1,0"
"""89"",3306107,""Valença"",6.36554120361775,0,101.123595505618,7.51659915647054,7.02247191011236,1.94874792945532,16.9747765429807,0.417588842026141,0.278392561350761,1.25276652607842,1,0"
"""90"",3306156,""Varre-Sai"",1.96001568012544,0,51.7241379310345,6.65272761832351,0,0.950389659760502,7.84006272050176,0,0.950389659760502,0,1,0"
"""91"",3306206,""Vassouras"",4.74783709643385,0,95.8904109589041,7.23025583982202,6.84931506849315,2.78086763070078,13.7159738341422,1.66852057842047,0,0.556173526140156,1,0"
"""92"",3306305,""Volta Redonda"",6.37491268404169,0,92.9139551699205,6.61300008579027,6.50759219088937,2.57370814149675,16.0050999301472,1.14387028510967,0.679172981783866,1.82304326689353,0,0"
